Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
divorced,Over 23 years old,1,Agronomy,daytime,Other - 11th year of schooling,133.1,Portuguese,37,37,Unskilled Workers,Agriculture/Fisheries,160.0,no,no,no,yes,female,no,43,no,13,18,19,18,14.63157894736842,0,10,13,14,13,14.23076923076923,1,15.5,2.8,-4.06,Graduate
single,3rd phase - general,1,Basic Education,daytime,Secondary education,123.0,Portuguese,19,19,Unskilled Workers,Industry/Construction,117.4,yes,no,no,yes,female,no,19,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
single,Change institution/course,1,Communication Design,daytime,Secondary education,130.0,Portuguese,3,1,Scientific specialists,Machine Operators,122.2,no,no,yes,yes,female,no,20,no,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,11.1,0.6,2.02,Graduate
single,1st phase - general,2,Social Service,daytime,Secondary education,122.0,Portuguese,37,38,Admin staff,Industry/Construction,118.2,yes,no,no,yes,female,no,19,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
single,1st phase - general,1,Veterinary Nursing,daytime,Secondary education,113.0,Portuguese,1,1,Admin staff,Admin staff,106.7,yes,no,no,yes,female,no,20,no,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,Dropout
single,1st phase - general,5,Nursing,daytime,Secondary education,111.0,Portuguese,3,4,Admin staff,Technicians,108.2,yes,no,no,yes,female,no,20,no,2,7,9,6,13.266666666666666,0,0,7,10,5,12.3,0,12.4,0.5,1.79,Dropout
single,2nd phase - general,2,Basic Education,daytime,Secondary education,133.1,Portuguese,19,1,Unskilled Workers,Technicians,107.0,yes,no,no,yes,female,no,20,no,0,7,12,6,11.666666666666666,0,0,7,10,3,13.0,0,16.2,0.3,-0.92,Enrolled
single,1st phase - general,1,Social Service,daytime,Secondary education,142.0,Portuguese,37,37,Agriculture/Fisheries,Industry/Construction,136.1,yes,no,no,yes,female,no,18,no,0,6,8,6,13.857142857142858,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,Graduate
single,2nd phase - general,2,Management,daytime,Secondary education,123.0,Portuguese,1,38,Admin staff,Industry/Construction,115.3,yes,no,no,yes,female,yes,18,no,0,5,9,3,13.0,0,0,5,11,3,11.0,0,8.9,1.4,3.51,Enrolled
single,1st phase - general,1,Veterinary Nursing,daytime,Secondary education,131.0,Portuguese,19,19,Unskilled Workers,Unskilled Workers,139.8,yes,no,no,yes,female,no,19,no,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Graduate
single,1st phase - general,3,Journalism,daytime,Secondary education,158.0,Portuguese,1,38,Admin staff,Industry/Construction,157.0,yes,no,no,yes,female,no,18,no,0,6,6,6,12.666666666666666,0,0,6,7,6,12.571428571428571,0,10.8,1.4,1.74,Graduate
single,2nd phase - general,2,Nursing,daytime,Secondary education,122.0,Portuguese,37,37,Unskilled Workers,Unskilled Workers,131.0,yes,no,no,yes,female,no,18,no,0,7,7,6,12.516666666666666,1,0,7,7,6,12.516666666666666,1,7.6,2.6,0.32,Dropout
single,Change course,1,Nursing,daytime,Secondary education,130.0,Portuguese,38,38,Unskilled Workers,Services/Sellers,100.0,no,no,no,yes,female,no,20,no,0,7,11,6,11.616666666666667,0,0,7,7,7,13.0,0,13.9,-0.3,0.79,Enrolled
single,2nd phase - general,1,Social Service,daytime,Secondary education,154.0,Portuguese,19,37,Unskilled Workers,Industry/Construction,140.4,yes,no,no,yes,female,yes,20,no,0,6,13,2,10.0,0,0,6,12,4,10.75,0,7.6,2.6,0.32,Enrolled
single,2nd phase - general,1,Management,daytime,Secondary education,120.0,Portuguese,19,19,Technicians,Technicians,113.4,no,no,no,yes,female,no,20,no,0,5,11,3,10.333333333333334,0,0,5,10,3,10.666666666666666,0,12.4,0.5,1.79,Enrolled
single,1st phase - general,2,Veterinary Nursing,daytime,Secondary education,140.0,Portuguese,37,38,Unskilled Workers,Industry/Construction,137.0,no,no,no,yes,female,no,18,no,0,5,12,5,13.142857142857142,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general,1,Management,daytime,Secondary education,127.0,Portuguese,2,19,Admin staff,Services/Sellers,121.8,no,no,no,yes,female,no,18,no,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,Graduate
single,2nd phase - general,1,Tourism,daytime,Secondary education,133.1,Portuguese,1,1,Admin staff,Services/Sellers,131.0,yes,no,no,yes,female,no,21,no,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general,2,Management,daytime,Secondary education,120.0,Portuguese,19,19,Unskilled Workers,Industry/Construction,118.6,yes,no,no,yes,female,no,19,no,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,Graduate
single,1st phase - general,1,Animation/Multimedia,daytime,Secondary education,137.0,Portuguese,3,19,Scientific specialists,Unskilled Workers,122.3,no,no,no,yes,female,no,19,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
single,1st phase - general,1,Ad/Marketing,daytime,Secondary education,131.0,Portuguese,38,38,Unskilled Workers,Unskilled Workers,127.9,no,no,no,yes,female,yes,19,no,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general,1,Veterinary Nursing,daytime,Secondary education,130.0,Portuguese,19,38,Admin staff,Industry/Construction,121.3,yes,no,no,yes,female,no,19,no,0,6,15,6,14.166666666666666,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,Graduate
single,2nd phase - general,6,Oral Hygiene,daytime,Secondary education,122.0,Portuguese,1,1,Admin staff,Services/Sellers,117.1,yes,no,no,yes,female,no,19,no,0,7,12,5,12.1,0,0,7,0,0,0.0,0,13.9,-0.3,0.79,Dropout
single,Tech diploma,1,Veterinary Nursing,daytime,Technological specialization,160.0,Portuguese,37,37,Unskilled Workers,Unskilled Workers,160.0,yes,no,no,yes,female,no,20,no,1,6,7,6,14.166666666666666,0,1,6,17,5,13.77777777777778,0,12.4,0.5,1.79,Graduate
single,1st phase - general,1,Basic Education,daytime,Secondary education,146.0,Portuguese,19,38,Unskilled Workers,Technicians,145.3,yes,no,no,yes,female,yes,18,no,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,Enrolled
single,2nd phase - general,3,Social Service,daytime,Secondary education,131.0,Portuguese,1,39,Services/Sellers,Technicians,122.6,yes,no,no,yes,female,no,18,no,0,6,7,6,13.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate
single,2nd phase - general,6,Nursing,daytime,Secondary education,132.0,Portuguese,1,37,Machine Operators,Unskilled Workers,128.0,yes,no,no,yes,female,no,19,no,0,7,7,7,13.467142857142855,0,0,8,9,8,15.011111111111113,0,12.4,0.5,1.79,Graduate
single,1st phase - general,3,Nursing,daytime,Secondary education,138.0,Portuguese,19,19,Services/Sellers,Machine Operators,124.9,yes,no,no,yes,female,yes,18,no,0,7,9,7,13.2375,0,0,8,9,7,13.742857142857144,0,13.9,-0.3,0.79,Dropout
single,2nd phase - general,2,Communication Design,daytime,Secondary education,130.0,Portuguese,37,37,Unskilled Workers,Unskilled Workers,123.7,yes,no,no,yes,female,no,18,no,0,6,6,6,12.333333333333334,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Graduate
single,1st phase - general,4,Management,daytime,Secondary education,126.0,Portuguese,1,19,Admin staff,Machine Operators,120.1,yes,no,no,yes,female,no,19,no,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,Graduate
single,2nd phase - general,6,Nursing,daytime,Secondary education,148.0,Portuguese,1,19,Technicians,Technicians,131.7,yes,no,no,yes,female,no,19,no,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
single,Change course,1,Social Service,daytime,Secondary education,130.0,Portuguese,38,37,Unskilled Workers,Industry/Construction,133.2,no,no,no,yes,female,no,20,no,5,9,15,9,11.666666666666666,0,2,7,8,7,11.714285714285714,0,7.6,2.6,0.32,Graduate
single,1st phase - general,1,Ad/Marketing,daytime,Secondary education,117.0,Portuguese,1,38,Technicians,Unskilled Workers,109.3,no,no,yes,no,female,yes,19,no,0,6,7,5,12.0,0,0,6,9,4,12.5,0,12.4,0.5,1.79,Dropout
single,2nd phase - general,1,Ad/Marketing,daytime,Secondary education,120.0,Portuguese,19,19,Services/Sellers,Services/Sellers,113.0,yes,no,no,yes,female,no,20,no,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,Graduate
single,1st phase - general,1,Journalism,daytime,Secondary education,153.0,Portuguese,1,1,Secretaries/Data Operators,Processing workers,157.9,no,no,yes,yes,female,yes,18,no,0,6,6,6,14.833333333333334,0,0,6,6,6,14.833333333333334,0,8.9,1.4,3.51,Graduate
single,1st phase - general,2,Nursing,daytime,Secondary education,117.0,Portuguese,19,1,Admin staff,Industry/Construction,112.1,no,no,no,yes,female,yes,20,no,0,7,9,5,13.188,0,0,8,9,7,12.892857142857142,0,11.1,0.6,2.02,Enrolled
single,3rd phase - general,1,Nursing,daytime,Secondary education,178.0,Portuguese,19,1,Admin staff,Machine Operators,174.7,no,no,no,yes,female,no,18,no,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,Graduate
single,1st phase - general,5,Nursing,daytime,Secondary education,129.0,Portuguese,37,37,Unskilled Workers,Unskilled Workers,128.8,yes,no,no,yes,female,no,19,no,0,7,7,6,12.666666666666666,0,0,7,7,6,12.666666666666666,0,7.6,2.6,0.32,Graduate
single,1st phase - general,6,Journalism,daytime,Secondary education,116.0,Portuguese,19,1,Admin staff,Admin staff,110.1,yes,no,no,yes,female,yes,19,no,0,6,8,6,12.666666666666666,0,0,6,10,5,12.0,0,12.4,0.5,1.79,Graduate
single,Change institution/course,1,Management,daytime,Secondary education,99.0,Portuguese,3,1,Technicians,Technicians,99.7,yes,no,yes,no,female,no,22,no,0,5,8,0,0.0,0,0,5,7,0,0.0,0,8.9,1.4,3.51,Enrolled
single,1st phase - general,3,Social Service,daytime,Secondary education,135.0,Portuguese,1,12,Unskilled Workers,Armed Forces,121.0,yes,no,no,yes,female,yes,19,no,0,6,7,6,11.333333333333334,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Graduate
single,1st phase - general,3,Nursing,daytime,Secondary education,141.0,Portuguese,19,19,Unskilled Workers,Industry/Construction,131.7,yes,no,no,yes,female,yes,19,no,0,7,10,7,13.605,0,0,8,11,8,12.33125,0,15.5,2.8,-4.06,Graduate
single,2nd phase - general,5,Basic Education,daytime,Secondary education,132.0,Portuguese,37,38,Services/Sellers,Agriculture/Fisheries,119.1,yes,no,no,yes,female,yes,19,no,0,6,10,5,12.0,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general,4,Tourism,daytime,Secondary education,132.0,Portuguese,12,19,Unskilled Workers,Unskilled Workers,124.7,yes,no,no,yes,female,no,19,no,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout
single,2nd phase - general,1,Tourism,daytime,Secondary education,113.0,Portuguese,1,37,Unskilled Workers,Armed Forces,117.2,yes,no,no,yes,female,no,20,no,0,6,8,5,11.2,0,0,6,12,3,11.666666666666666,0,7.6,2.6,0.32,Dropout
single,1st phase - general,1,Management,daytime,Secondary education,134.0,Portuguese,3,19,Scientific specialists,Armed Forces,128.8,no,no,no,yes,female,no,18,no,0,5,10,5,13.375,0,0,5,9,5,14.166666666666666,0,13.9,-0.3,0.79,Graduate
single,1st phase - general,1,Nursing,daytime,Secondary education,136.0,Portuguese,1,19,Unskilled Workers,Unskilled Workers,131.5,no,no,no,yes,female,yes,20,no,0,7,8,6,13.863333333333337,0,0,8,9,7,14.178571428571429,0,11.1,0.6,2.02,Graduate
single,1st phase - general,1,Animation/Multimedia,daytime,Secondary education,136.0,Portuguese,3,37,Scientific specialists,Machine Operators,121.7,yes,no,no,yes,female,no,18,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled
single,1st phase - general,1,Veterinary Nursing,daytime,Secondary education,129.0,Portuguese,1,38,Admin staff,Industry/Construction,123.4,no,no,no,yes,female,no,19,no,0,5,6,5,12.4,0,0,5,6,5,13.4,0,7.6,2.6,0.32,Graduate
single,2nd phase - general,1,Basic Education,daytime,Secondary education,138.0,Portuguese,38,38,Industry/Construction,Agriculture/Fisheries,124.7,yes,no,no,yes,female,no,18,no,0,6,11,3,12.333333333333334,0,0,6,10,5,10.833333333333334,0,9.4,-0.8,-3.12,Enrolled
single,1st phase - general,1,Basic Education,daytime,Secondary education,137.0,Portuguese,37,37,Unskilled Workers,Unskilled Workers,132.8,yes,no,no,yes,female,no,18,no,0,6,7,6,13.333333333333334,0,0,6,8,5,11.8,0,7.6,2.6,0.32,Graduate
single,Change course,1,Basic Education,daytime,Secondary education,115.0,Portuguese,3,37,Scientific specialists,Services/Sellers,108.7,yes,no,no,yes,female,no,21,no,0,6,10,3,12.666666666666666,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general,1,Basic Education,daytime,Secondary education,129.0,Portuguese,38,37,Agriculture/Fisheries,Agriculture/Fisheries,138.1,no,no,no,yes,female,no,19,no,0,6,8,6,12.0,0,0,6,10,4,11.5,0,7.6,2.6,0.32,Dropout
single,1st phase - general,1,Management,daytime,Secondary education,131.0,Portuguese,38,38,Unskilled Workers,Unskilled Workers,126.5,no,no,no,yes,female,yes,18,no,0,5,5,5,10.6,0,0,5,5,5,11.8,0,12.4,0.5,1.79,Graduate
single,2nd phase - general,2,Social Service,daytime,Secondary education,133.0,Portuguese,1,37,Industry/Construction,Unskilled Workers,127.4,yes,no,no,yes,female,yes,18,no,0,6,8,6,12.25,0,0,6,7,6,11.857142857142858,0,12.7,3.7,-1.7,Graduate
single,1st phase - general,3,Social Service,daytime,Secondary education,125.0,Portuguese,19,1,Unskilled Workers,Armed Forces,123.6,yes,no,no,yes,female,no,20,no,0,6,10,4,11.0,0,0,6,9,6,11.833333333333334,0,9.4,-0.8,-3.12,Graduate
single,Over 23 years old,1,Social Service (evening),evening,Secondary education,120.0,Portuguese,1,19,Agriculture/Fisheries,Machine Operators,122.0,no,no,no,yes,female,yes,24,no,0,6,11,5,11.0,0,0,6,9,5,12.6,0,11.1,0.6,2.02,Graduate
single,1st phase - general,1,Ad/Marketing,daytime,Secondary education,128.0,Portuguese,19,1,Admin staff,Legislative/Executive,118.2,no,no,no,yes,female,no,19,no,0,6,6,6,13.166666666666666,0,0,6,9,6,13.0,0,10.8,1.4,1.74,Dropout
single,1st phase - general,1,Nursing,daytime,Secondary education,127.0,Portuguese,19,37,Unskilled Workers,Industry/Construction,123.9,yes,no,no,yes,female,yes,18,no,0,7,9,7,12.855555555555554,0,0,8,12,7,12.761111111111113,0,15.5,2.8,-4.06,Graduate
single,1st phase - general,2,Nursing,daytime,Secondary education,134.0,Portuguese,19,19,Unskilled Workers,Unskilled Workers,125.8,yes,no,no,yes,female,no,18,no,0,7,8,7,14.91875,0,0,8,8,8,15.355,0,15.5,2.8,-4.06,Graduate
single,2nd phase - general,5,Basic Education,daytime,Secondary education,132.0,Portuguese,12,12,Admin staff,Admin staff,123.3,yes,no,no,yes,female,no,21,no,0,6,13,4,11.5,0,0,6,10,3,11.0,0,10.8,1.4,1.74,Dropout
single,2nd phase - general,2,Ad/Marketing,daytime,Secondary education,124.0,Portuguese,1,19,Services/Sellers,Admin staff,124.4,no,no,no,yes,female,no,19,no,0,5,5,5,14.2,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate
single,2nd phase - general,1,Journalism,daytime,Secondary education,133.1,Portuguese,19,37,Industry/Construction,Industry/Construction,126.0,no,no,no,yes,female,yes,19,no,0,6,6,6,12.5,0,0,6,7,6,13.0,0,15.5,2.8,-4.06,Graduate
widower,Over 23 years old,1,Agronomy,daytime,Secondary education,170.0,Portuguese,1,37,Agriculture/Fisheries,Agriculture/Fisheries,170.0,no,no,yes,yes,female,no,47,no,0,1,1,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Enrolled
single,2nd phase - general,3,Social Service,daytime,Secondary education,125.0,Portuguese,19,19,Industry/Construction,Machine Operators,121.5,no,no,no,yes,female,no,19,no,0,6,10,5,11.666666666666666,0,0,6,12,4,11.0,0,13.9,-0.3,0.79,Graduate
single,Over 23 years old,1,Nursing,daytime,Higher education - degree,130.0,Portuguese,2,2,Legislative/Executive,Legislative/Executive,130.0,no,no,no,yes,female,no,29,no,1,8,8,7,14.257142857142856,0,1,8,8,7,14.257142857142856,0,12.7,3.7,-1.7,Graduate
single,Change course,1,Social Service,daytime,Secondary education,125.0,Portuguese,19,19,Admin staff,Machine Operators,117.0,yes,no,no,yes,female,no,21,no,0,6,13,3,12.0,0,0,6,12,2,11.333333333333334,0,16.2,0.3,-0.92,Dropout
single,Over 23 years old,1,Veterinary Nursing,daytime,Secondary education,130.0,Portuguese,37,19,Unskilled Workers,Industry/Construction,130.0,yes,no,no,yes,female,no,28,no,0,5,13,4,11.25,1,0,5,11,4,10.5,0,12.7,3.7,-1.7,Enrolled
single,2nd phase - general,2,Oral Hygiene,daytime,Secondary education,133.1,Portuguese,37,37,Technicians,Armed Forces,108.0,no,no,no,yes,female,no,20,no,0,7,8,7,12.457142857142856,0,0,8,8,8,13.5625,0,15.5,2.8,-4.06,Graduate
single,2nd phase - general,1,Nursing,daytime,Secondary education,131.0,Portuguese,2,38,Admin staff,Services/Sellers,132.3,yes,no,no,yes,female,no,19,no,0,7,7,6,11.683333333333332,0,0,7,7,6,11.683333333333332,0,7.6,2.6,0.32,Graduate
single,Transfer,1,Social Service (evening),evening,Secondary education,150.0,Portuguese,19,2,Admin staff,Agriculture/Fisheries,148.0,no,no,no,yes,female,no,26,no,0,6,10,3,11.666666666666666,0,0,6,8,5,12.0,0,9.4,-0.8,-3.12,Graduate
single,2nd phase - general,2,Tourism,daytime,Secondary education,125.0,Portuguese,37,37,Unskilled Workers,Machine Operators,122.6,yes,no,yes,no,female,no,20,no,0,6,8,4,11.75,0,0,6,6,6,13.166666666666666,0,11.1,0.6,2.02,Dropout
single,1st phase - general,1,Ad/Marketing,daytime,Secondary education,131.0,Portuguese,37,37,Unskilled Workers,Unskilled Workers,123.0,yes,no,no,yes,female,yes,18,no,0,5,6,3,11.666666666666666,0,0,5,6,4,13.5,0,7.6,2.6,0.32,Enrolled
single,Over 23 years old,1,Basic Education,daytime,Secondary education,130.0,Portuguese,37,19,Unskilled Workers,Services/Sellers,102.5,no,no,no,yes,female,no,27,no,0,6,9,5,13.2,0,0,6,10,5,12.0,0,7.6,2.6,0.32,Graduate
single,1st phase - general,2,Nursing,daytime,Secondary education,123.0,Portuguese,34,34,Other,Other,113.3,yes,no,no,yes,female,no,20,no,0,7,8,4,11.95,0,0,7,8,4,11.95,0,7.6,2.6,0.32,Dropout
single,1st phase - general,5,Basic Education,daytime,Secondary education,141.0,Portuguese,37,19,Unskilled Workers,Services/Sellers,133.0,yes,no,no,yes,female,no,18,no,0,6,8,5,12.4,0,0,6,12,5,10.4,0,9.4,-0.8,-3.12,Dropout
single,Other higher courses,1,Nursing,daytime,Higher education - degree,140.0,Portuguese,1,1,Unskilled Workers,Services/Sellers,140.0,no,no,no,yes,female,no,33,no,2,7,8,6,14.35,0,3,8,10,6,14.583333333333334,0,16.2,0.3,-0.92,Dropout
single,Change course,1,Basic Education,daytime,Secondary education,140.0,Portuguese,3,1,Technicians,Technicians,128.3,yes,no,no,yes,female,no,35,no,19,21,21,21,12.61904761904762,0,13,19,19,19,12.789473684210526,0,12.4,0.5,1.79,Graduate
single,Tech diploma,1,Management (evening),evening,Technological specialization,140.0,Portuguese,37,19,Unskilled Workers,Machine Operators,140.0,no,no,no,yes,female,yes,26,no,2,6,7,6,12.666666666666666,0,2,6,7,6,13.166666666666666,1,9.4,-0.8,-3.12,Enrolled
single,Over 23 years old,1,Journalism,daytime,Basic education 3rd cycle,133.1,Portuguese,19,19,Technicians,Admin staff,104.0,no,no,yes,no,female,no,27,no,0,6,6,5,12.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout
single,3rd phase - general,3,Communication Design,daytime,Secondary education,131.0,Portuguese,1,37,Services/Sellers,Services/Sellers,122.3,yes,no,no,no,female,no,19,no,0,6,6,6,12.166666666666666,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout
single,2nd phase - general,2,Tourism,daytime,Secondary education,143.0,Portuguese,1,19,Admin staff,Agriculture/Fisheries,135.0,no,no,no,yes,female,no,20,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
single,3rd phase - general,2,Management,daytime,Secondary education,132.0,Portuguese,3,3,Services/Sellers,Industry/Construction,119.1,yes,no,yes,no,female,no,20,no,0,5,9,3,10.0,0,0,5,9,3,10.571428571428571,0,10.8,1.4,1.74,Dropout
single,Change course,1,Social Service,daytime,Secondary education,143.0,Portuguese,1,37,Services/Sellers,Unskilled Workers,126.6,no,no,yes,no,female,no,21,no,5,10,18,8,11.5,0,0,6,12,4,10.0,0,9.4,-0.8,-3.12,Enrolled
single,2nd phase - general,3,Nursing,daytime,Secondary education,141.0,Portuguese,38,1,Unskilled Workers,Admin staff,129.0,yes,no,no,yes,female,yes,18,no,0,7,7,6,13.05,0,0,7,7,6,13.05,0,7.6,2.6,0.32,Graduate
single,Over 23 years old,1,Veterinary Nursing,daytime,Secondary education,133.1,Portuguese,1,19,Unskilled Workers,Unskilled Workers,162.3,yes,no,no,yes,female,no,24,no,0,6,10,2,11.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout
single,2nd phase - general,4,Communication Design,daytime,Secondary education,148.0,Portuguese,1,3,Admin staff,Legislative/Executive,163.4,yes,no,no,yes,female,no,20,no,0,6,7,6,11.5,0,0,6,6,6,12.0,0,16.2,0.3,-0.92,Graduate
single,1st phase - general,1,Tourism,daytime,Secondary education,125.0,Portuguese,19,38,Unskilled Workers,Machine Operators,121.5,no,no,no,yes,female,yes,21,no,0,6,7,6,12.0,0,0,6,6,6,12.5,0,13.9,-0.3,0.79,Graduate
single,1st phase - general,1,Social Service (evening),evening,Secondary education,120.0,Portuguese,1,37,Industry/Construction,Technicians,122.8,no,no,no,yes,female,no,23,no,0,6,13,2,10.0,0,0,5,12,1,10.0,0,9.4,-0.8,-3.12,Enrolled
single,Over 23 years old,1,Management,daytime,Secondary education,140.0,Portuguese,12,3,Admin staff,Technicians,118.0,yes,no,no,yes,female,no,24,no,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
single,Change institution/course,1,Basic Education,daytime,Secondary education,139.0,Portuguese,1,1,Admin staff,Armed Forces,134.0,no,no,no,yes,female,no,21,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
single,1st phase - general,4,Nursing,daytime,Secondary education,142.0,Portuguese,38,38,Unskilled Workers,Machine Operators,129.8,yes,no,no,yes,female,no,18,no,0,8,8,7,12.242857142857144,0,0,8,8,7,12.242857142857144,0,12.7,3.7,-1.7,Graduate
single,Over 23 years old,1,Management (evening),evening,Higher education - degree (1st cycle),130.0,Portuguese,19,1,Technicians,Admin staff,152.0,yes,no,no,yes,female,no,27,no,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout
